cluster_num,address,city,state,excel_row,facility_name,corp,type,beds,census,served,integ,pcp,mh,barrier,source,campus_id,has_served
120,250 Pitt St,Kernersville,NC,9474,SHULER HEALTH CARE STOREY VILLA,"STAR CARE NETWORK, INC",ALF,12,10.0,No,No,No,No,,LEGACY,,No
120,250 Pitt St,Kernersville,NC,9472,SHULER HEALTH CARE PIERCE VILLA,"STAR CARE NETWORK, INC",ALF,12,10.0,No,No,No,No,,LEGACY,,No
120,250 Pitt St,Kernersville,NC,9470,SHULER HEALTH CARE CRANE VILLA,"STAR CARE NETWORK, INC",ALF,12,10.0,No,No,No,No,,LEGACY,,No
121,2701 Amhurst Blvd,New Bern,NC,9693,"TRUEWOOD BY MERRILL, NEW BERN MEMORY CARE",Merrill Gardens,ALF,25,20.0,No,No,No,No,,NIC-A,,No
121,2701 Amhurst Blvd,New Bern,NC,9692,"TRUEWOOD BY MERRILL, NEW BERN",Merrill Gardens,ALF,55,44.0,No,No,No,No,,NIC-A,,No
122,305 Vance St,Fremont,NC,9775,WAYNE COUNTY REST VILLA NO. 2,"B & J REST VILLAS, INC",ALF,12,10.0,No,No,No,No,,LEGACY,,No
122,305 Vance St,Fremont,NC,9774,WAYNE COUNTY REST VILLA NO. 1,"B & J REST VILLAS, INC",ALF,12,10.0,No,No,No,No,,LEGACY,,No
123,3218 Heritage Trade Dr,Wake Forest,NC,8821,CADENCE AT WAKE FOREST,Cogir USA,ALF,96,77.0,No,No,No,No,,NIC-A,,No
123,3218 Heritage Trade Dr,Wake Forest,NC,17438,CADENCE  ASSISTED LIVING OF WAKE FOREST,Cogir USA,ALF,60,48.0,No,No,No,No,,NIC-A,,No
124,3800 Shamrock Dr,Charlotte,NC,8900,CUTHBERTSON VILLAGE AT ALDERSGATE,"ALDERSGATE UMRC, INC",ALF,61,49.0,No,No,No,No,,LEGACY,,No
124,3800 Shamrock Dr,Charlotte,NC,9317,PARKER TERRACE,"ALDERSGATE UNITED METHODIST RETIREMENT COMMUNITY, INC",ALF,53,42.0,No,No,No,No,,LEGACY,,No
125,474 Jerry Rd,Selma,NC,8660,AUTUMN HOME CARE OF JOHNSTON COUNTY II,"AUTUMN HOME CARE OF JOHNSTON COUNTY, INC",ALF,12,10.0,No,No,No,No,,LEGACY,,No
125,474 Jerry Rd,Selma,NC,8659,AUTUMN HOME CARE OF JOHNSTON COUNTY I,"AUTUMN HOME CARE OF JOHNSTON COUNTY, INC",ALF,12,10.0,No,No,No,No,,LEGACY,,No
125,474 Jerry Rd,Selma,NC,8661,AUTUMN HOME CARE OF JOHNSTON COUNTY III,"AUTUMN HOME CARE OF JOHNSTON COUNTY, INC",ALF,12,10.0,No,No,No,No,,LEGACY,,No
126,6516 Johnson Pond Rd,Fuquay Varina,NC,9595,TERRABELLA FUQUAY-VARINA,SENIOR LIFESTYLE,ALF,96,77.0,No,No,No,No,,GLR,,No
126,6516 Johnson Pond Rd,Fuquay Varina,NC,19545,THE ADDISON OF FUQUAY-VARINA,SENIOR LIFESTYLE,ALF,62,50.0,No,No,No,No,,GLR,,No
127,750 Weaver Dairy Rd,Chapel Hill,NC,8838,CAROL WOODS RETIREMENT COMMUNITY - BUILDING 7,"THE CHAPEL HILL RESIDENTIAL RETIREMENT CENTER, INC",ALF,12,10.0,No,No,No,No,,LEGACY,,No
127,750 Weaver Dairy Rd,Chapel Hill,NC,9624,THE CAROL WOODS RETIREMENT COMMUNITY - BUILDING 6,"THE CHAPEL HILL RESIDENTIAL RETIREMENT CENTER, INC",ALF,12,10.0,No,No,No,No,,LEGACY,,No
128,941 Goins Rd,Pembroke,NC,9213,MORNING STAR AL # 2,"J & S CARE, INC",ALF,12,10.0,No,No,No,No,,LEGACY,,No
128,941 Goins Rd,Pembroke,NC,9215,MORNING STAR AL # 4,"J & S CARE, INC",ALF,12,10.0,No,No,No,No,,LEGACY,,No
129,95 Richmond Hill Rd,Asheville,NC,9393,RICHMOND HILL ASSISTED LIVING #3,,ALF,12,10.0,No,No,No,No,,GLR,,No
129,95 Richmond Hill Rd,Asheville,NC,9392,RICHMOND HILL ASSISTED LIVING #2,,ALF,12,10.0,No,No,No,No,,GLR,,No
129,95 Richmond Hill Rd,Asheville,NC,9396,RICHMOND HILL ASSISTED LIVING 1,,ALF,12,10.0,No,No,No,No,,GLR,,No
129,95 Richmond Hill Rd,Asheville,NC,9395,RICHMOND HILL ASSISTED LIVING #5,,ALF,12,10.0,No,No,No,No,,GLR,,No
129,95 Richmond Hill Rd,Asheville,NC,9394,RICHMOND HILL ASSISTED LIVING #4,,ALF,12,10.0,No,No,No,No,,GLR,,No
130,998 Five Points Rd,Benson,NC,9200,MCLAMB'S REST HOME #2,MAYLON & KATIE MCLAMB,ALF,12,10.0,No,No,No,No,,LEGACY,,No
130,998 Five Points Rd,Benson,NC,9199,MCLAMB'S REST HOME,MAYLON & KATIE MCLAMB,ALF,12,10.0,No,No,No,No,,LEGACY,,No
131,100 N Miller Dr,Sunbury,OH,18327,"INN AT WALNUT TRAIL, THE",INN AT WALNUT TRAIL LIMITED THE,ALF,137,110.0,No,No,No,No,,LEGACY,,No
131,100 N Miller Dr,Sunbury,OH,12516,THE INN AT WALNUT TRAIL,INDEPENDENT,ALF,72,58.0,No,No,No,No,,LEGACY,,No
132,101 Dorothy Pl,Saint Clairsville,OH,12355,SENIOR SUITES AT SAINT CLAIR COMMONS,INDEPENDENT,ALF,100,80.0,No,No,No,No,,LEGACY,,No
132,101 Dorothy Pl,Saint Clairsville,OH,19263,SENIOR SUITES AT ST CLAIR COMMONS,SENIOR SUITES AT ST CLAIR COMMONS LLC,ALF,120,96.0,No,No,No,No,,LEGACY,,No
133,1019 Oldtown Valley Rd SE,New Philadelphia,OH,12243,PARK VILLAGE SOUTHSIDE,Park Village Health Care,ALF,72,58.0,No,No,No,No,,NIC-B,,No
133,1019 Oldtown Valley Rd Se,New Philadelphia,OH,18923,"PARK VILLAGE AL, NP, LLC",Park Village Health Care,ALF,120,96.0,No,No,No,No,,NIC-B,,No
134,11320 Springfield Pike,Springdale,OH,11473,BROOKDALE SPRINGDALE MEMORY CARE,BROOKDALE SENIOR LIVING,ALF,42,34.0,No,No,No,No,,LEGACY,,No
134,11320 Springfield Pike,Springdale,OH,11472,BROOKDALE SPRINGDALE ASSISTED LIVING,BROOKDALE SENIOR LIVING,ALF,72,58.0,No,No,No,No,,LEGACY,,No
135,1149 College Ave,Columbus,OH,17692,COTTAGE AT WEXNER HERITAGE VILLAGE THE,HERITAGE TOWER COLUMBUS LLC,ALF,20,16.0,No,No,No,No,,LEGACY,,No
135,1149 College Ave,Columbus,OH,12497,THE GERALDINE SCHOTTENSTEIN COTTAGE,INDEPENDENT,ALF,72,58.0,No,No,No,No,,LEGACY,,No
136,13000 Auburn Rd,Chardon,OH,12383,SISTERS OF NOTRE DAME,INDEPENDENT,ALF,72,58.0,No,No,No,No,,LEGACY,,No
136,13000 Auburn Rd,Chardon,OH,18804,NOTRE DAME VILLAGE,SISTERS OF NOTRE DAME OF CLEVELAND OHIO THE,ALF,167,134.0,No,No,No,No,,LEGACY,,No
137,145 Colemans Crossing Blvd,Marysville,OH,17308,BLUEBIRD RETIREMENT COMMUNITY MARYSVILLE,BLUEBIRD MARYSVILLE LLC,ALF,125,100.0,No,No,No,No,,LEGACY,,No
137,145 Colemans Crossing Blvd,Marysville,OH,11427,BLUEBIRD RETIREMENT COMMUNITY,INDEPENDENT,ALF,78,62.0,No,No,No,No,,LEGACY,,No
138,1500 Weaver Dr,Granville,OH,18668,MIDDLETON,CONTINENTAL SENIOR COMMUNITIES,ALF,148,118.0,No,No,No,No,,NIC-A,,No
138,1500 Weaver Dr,Granville,OH,12096,MIDDLETON SENIOR LIVING,CONTINENTAL SENIOR COMMUNITIES,ALF,192,154.0,No,No,No,No,,NIC-A,,No
139,153 University Dr,Chillicothe,OH,12137,NATIONAL CHURCH RESIDENCES HOPETON VILLAGE,NATIONAL CHURCH RESIDENCES,ALF,74,59.0,No,No,No,No,,NIC-A,,No
139,153 University Dr,Chillicothe,OH,18756,NATIONAL CHURCH RESIDENCES AT HOPETON VILLAGE,NATIONAL CHURCH RESIDENCES,ALF,74,59.0,No,No,No,No,,NIC-A,,No
140,1605 Venture Dr,Mount Vernon,OH,11663,DANBURY SENIOR LIVING,Danbury Senior Living,ALF,72,58.0,No,No,No,No,,NIC-A,,No
140,1605 Venture Dr,Mount Vernon,OH,18740,"MOUNT VERNON SENIOR LIVING, LLC",Danbury Senior Living,ALF,119,95.0,No,No,No,No,,NIC-A,,No
141,1640 Allentown Rd,Lima,OH,12009,LOCHHAVEN ASSISTED LIVING APARTMENTS,INDEPENDENT,ALF,59,47.0,No,No,No,No,,LEGACY,,No
141,1640 Allentown Rd,Lima,OH,18511,LOCHHAVEN,LIMA CONVALESCENT HOME FOUNDATION INC,ALF,100,80.0,No,No,No,No,,LEGACY,,No
142,1859 Grand Ave,Cincinnati,OH,19539,TERRACE AT WESTSIDE THE,ETA FAMILY LLC,ALF,40,32.0,No,No,No,No,,LEGACY,,No
142,1859 Grand Ave,Cincinnati,OH,12558,THE TERRACE AT WESTSIDE,INDEPENDENT,ALF,41,33.0,No,No,No,No,,LEGACY,,No
143,1882 Knob St,Louisville,OH,19224,SAINT JOSEPH ASSISTED RESIDENCE,ST JOSEPH CARE CENTER,ALF,164,131.0,No,No,No,No,,LEGACY,,No
143,1882 Knob St,Louisville,OH,12334,SAINT JOSEPH ASSISTED LIVING,INDEPENDENT,ALF,64,51.0,No,No,No,No,,LEGACY,,No
144,21452 Royalton Rd,Strongsville,OH,12673,VITALIA SENIOR RESIDENCES,Arrow Senior Living Management,ALF,125,100.0,No,No,No,No,,NIC-A,,No
144,21452 Royalton Rd,Strongsville,OH,20016,VITALIA SENIOR RESIDENCES AT STRONGSVILLE,Arrow Senior Living Management,ALF,125,100.0,No,No,No,No,,NIC-A,,No
145,2225 Taylor Park Dr,Reynoldsburg,OH,20085,WESLEY RIDGE RETIREMENT COMMUNITY,WESLEY RIDGE,ALF,229,183.0,No,No,No,No,,LEGACY,,No
145,2225 Taylor Park Dr,Reynoldsburg,OH,12697,WESLEY RIDGE,INDEPENDENT,ALF,135,108.0,No,No,No,No,,LEGACY,,No
146,22441 Lake Rd,Rocky River,OH,18421,LAKESIDE ASSISTED LIVING,NORMANDY II LIMITED PARTNERSHIP,ALF,80,64.0,No,No,No,No,,LEGACY,,No
146,22441 Lake Rd,Rocky River,OH,12537,THE NORMANDY SENIOR LIVING,INDEPENDENT,ALF,80,64.0,No,No,No,No,,LEGACY,,No
147,2345 Crocker Rd,Westlake,OH,17797,DEVON OAKS,ELIZA JENNINGS INC,ALF,66,53.0,No,No,No,No,,NIC-B,,No
147,2345 Crocker Rd,Westlake,OH,11675,DEVON OAKS ASSISTED LIVING COMMUNITY,ELIZA JENNINGS INC,ALF,100,80.0,No,No,No,No,,NIC-B,,No
148,2429 William A Diehl Ct,Defiance,OH,18031,GLENNPARK IN DEFIANCE,"Chancellor Senior Management, LTD",ALF,98,78.0,No,No,No,No,,NIC-A,,No
148,2429 William A Diehl Ct,Defiance,OH,11801,GLENNPARK OF DEFIANCE,"Chancellor Senior Management, LTD",ALF,80,64.0,No,No,No,No,,NIC-A,,No
149,25 Noe Bixby Rd,Columbus,OH,12661,VILLAS AT SAINT THERESE,"The Carmelite System, Inc.",ALF,50,40.0,No,No,No,No,,NIC-B,,No
149,25 Noe Bixby Rd,Columbus,OH,19843,THE VILLAS AT ST. THERESE ASSISTED LIVING,"The Carmelite System, Inc.",ALF,50,40.0,No,No,No,No,,NIC-B,,No
150,25900 Euclid Ave,Euclid,OH,11885,HILLTOP VILLAGE APARTMENTS,INDEPENDENT,ALF,206,165.0,No,No,No,No,,LEGACY,,No
150,25900 Euclid Ave,Euclid,OH,18248,HILLTOP VILLAGE ASSISTED LIVING,EUCLID SENIOR LIVING REAL ESTATE LLC,ALF,277,222.0,No,No,No,No,,LEGACY,,No
151,27070 Cedar Rd,Beachwood,OH,12719,WIGGINS PLACE,INDEPENDENT,ALF,228,182.0,No,No,No,No,,LEGACY,,No
151,27070 Cedar Rd,Beachwood,OH,17785,DEER CREEK LODGE,CLEVE CLINIC FOUNDATION,ALF,228,182.0,No,No,No,No,,LEGACY,,No
152,310 Elida Rd,Delphos,OH,19959,VANCREST ASSISTED & INDEPENDENT,VANCREST HEALTH CARE CENTERS,ALF,108,86.0,No,No,No,No,,NIC-B,,No
152,310 Elida Rd,Delphos,OH,12634,VANCREST OF DELPHOS,VANCREST HEALTH CARE CENTERS,ALF,108,86.0,No,No,No,No,,NIC-B,,No
153,3430 Brunswick Lake Pkwy,Brunswick,OH,11660,DANBURY SENIOR LIVING,INDEPENDENT,ALF,133,106.0,No,No,No,No,,LEGACY,,No
153,3430 Brunswick Lake Pkwy,Brunswick,OH,17429,BRUNSWICK DANBURY,Danbury Senior Living,ALF,101,81.0,No,No,No,No,,NIC-A,,No
154,35300 Kaiser Ct,Willoughby,OH,18586,MAPLE RIDGE,EDEN SENIOR CARE,ALF,84,67.0,No,No,No,No,,NIC-A,,No
154,35300 Kaiser Ct,Willoughby,OH,12053,MAPLE RIDGE SENIOR LIVING,EDEN SENIOR CARE,ALF,100,80.0,No,No,No,No,,NIC-A,,No
155,3570 Heritage Club Dr,Hilliard,OH,17474,CARRIAGE COURT OF HILLIARD,Arrow Senior Living Management,ALF,108,86.0,No,No,No,No,,NIC-A,,No
155,3570 Heritage Club Dr,Hilliard,OH,11539,CARRIAGE COURT SENIOR LIVING,Arrow Senior Living Management,ALF,136,109.0,No,No,No,No,,NIC-A,,No
156,3660 Greentree Ave SW,Canton,OH,12489,THE GABLES OF CANTON,INDEPENDENT,ALF,72,58.0,No,No,No,No,,LEGACY,,No
156,3660 Greentree Ave Sw,Canton,OH,17991,GABLES OF CANTON,GREAT CANTON HOLDINGS LLC,ALF,80,64.0,No,No,No,No,,LEGACY,,No
157,3813 Fortuna Dr,Akron,OH,19990,VILLAGE OF ST EDWARD AT GREEN THE,The Village of St. Edward,ALF,118,94.0,No,No,No,No,,NIC-B,,No
157,3813 Fortuna Dr,Akron,OH,12563,THE VILLAGE OF ST EDWARD AT GREEN,The Village of St. Edward,ALF,72,58.0,No,No,No,No,,NIC-B,,No
158,4138 Swanson Blvd,Wooster,OH,12689,WAYNE MANOR ASSISTED LIVING,SPRENGER HEALTH CARE SYSTEMS,ALF,93,74.0,No,No,No,No,,NIC-A,,No
158,4138 Swanson Blvd,Wooster,OH,20060,WAYNE MANOR,SPRENGER HEALTH CARE SYSTEMS,ALF,93,74.0,No,No,No,No,,NIC-A,,No
159,4220 N Holland Sylvania Rd,Toledo,OH,12170,OAKLEAF VILLAGE OF TOLEDO SYLVANIA,Wallick Communities,ALF,223,178.0,No,No,No,No,,NIC-B,,No
159,4220 N Holland Sylvania Rd,Toledo,OH,12500,THE GROVE AT OAKLEAF VILLAGE,Wallick Communities,ALF,223,178.0,No,No,No,No,,NIC-B,,No
160,4301 Woodale Ave SE,Minerva,OH,12337,SAINT LUKE LUTHERAN COMMUNITY MINERVA,St. Luke Lutheran Community,ALF,60,48.0,No,No,No,No,,NIC-B,,No
160,4301 Woodale Ave Se,Minerva,OH,19403,ST LUKE LUTHERAN COMMUNITY-MINERVA,St. Luke Lutheran Community,ALF,60,48.0,No,No,No,No,,NIC-B,,No
161,4590 Knightsbridge Blvd,Columbus,OH,12487,THE FORUM AT KNIGHTSBRIDGE,AlerisLife Inc.,ALF,72,58.0,No,No,No,No,,NIC-A,,No
161,4590 Knightsbridge Blvd,Columbus,OH,17955,FORUM AT KNIGHTSBRIDGE,AlerisLife Inc.,ALF,258,206.0,No,No,No,No,,NIC-A,,No
162,5000 Providence Dr,Sandusky,OH,17632,COMMONS OF PROVIDENCE THE,CHI Living Communities,ALF,112,90.0,No,No,No,No,,NIC-A,,No
162,5000 Providence Dr,Sandusky,OH,12475,THE COMMONS OF PROVIDENCE,CHI Living Communities,ALF,112,90.0,No,No,No,No,,NIC-A,,No
163,5675 Ponderosa Dr,Columbus,OH,20096,WESTERWOOD ASSISTED LIVING,FRIENDSHIP VILLAGE OF COLUMBUS OHIO INC,ALF,104,83.0,No,No,No,No,,LEGACY,,No
163,5675 Ponderosa Dr,Columbus,OH,12706,WESTERWOOD,INDEPENDENT,ALF,63,50.0,No,No,No,No,,LEGACY,,No
164,670 Flat Rock Rd,Bellevue,OH,12201,ORCHARD GROVE ASSISTED LIVING,SABER HEALTHCARE GROUP,ALF,80,64.0,No,No,No,No,,NIC-A,,No
164,670 Flat Rock Rd,Bellevue,OH,18859,ORCHARD GROVE,SABER HEALTHCARE GROUP,ALF,80,64.0,No,No,No,No,,NIC-A,,No
165,7415 Liberty Woods Ln,Dayton,OH,17529,CENTERVILLE PLACE ASSISTED LIVING,PAVILION HEALTHCARE,ALF,108,86.0,No,No,No,No,"Alliance, Own Provider Group",GLR,,No
165,7415 Liberty Woods Ln,Dayton,OH,11992,LIBERTY COMMONS,PAVILION HEALTHCARE,ALF,78,62.0,No,No,No,No,"Alliance, Own Provider Group",GLR,,No
166,745 Northridge Rd,Circleville,OH,12576,THE WYNGATE AT CIRCLEVILLE SENIOR LIVING COMMUNITY,Chancellor Health Partners,ALF,66,53.0,No,No,No,No,,NIC-B,,No
166,745 Northridge Rd,Circleville,OH,20191,WYNGATE AT CIRCLEVILLE,Chancellor Health Partners,ALF,78,62.0,No,No,No,No,,NIC-B,,No
167,7694 County Rd 107,Proctorville,OH,12755,WYNGATE AT PROCTORVILLE SENIOR LIVING COMMUNITY,"Chancellor Senior Management, LTD",ALF,78,62.0,No,No,No,No,,NIC-A,,No
167,7694 County Rd 107,Proctorville,OH,20192,WYNGATE AT RIVERS EDGE THE,"Chancellor Senior Management, LTD",ALF,78,62.0,No,No,No,No,,NIC-A,,No
168,7901 South State Route 48,Maineville,OH,18681,MIMI'S HOUSE ASSISTED LIVING,MIMIS HOUSE OF MAINEVILLE LLC,ALF,16,13.0,No,No,No,No,,LEGACY,,No
168,7901 South State Route 48,Maineville,OH,18682,MIMI'S HOUSE ASSISTED LIVING AND MEMORY CARE,MIMIS HOUSE OF MAINEVILLE LLC,ALF,27,22.0,No,No,No,No,,LEGACY,,No
169,8001 Red Buckeye Dr,Tipp City,OH,18292,HUBER HEIGHTS DANBURY,DANBURY AT CARRIAGE TRAILS LLC,ALF,101,81.0,No,No,No,No,,LEGACY,,No
169,8001 Red Buckeye Dr,Tipp City,OH,11659,DANBURY SENIOR LIVING,INDEPENDENT,ALF,133,106.0,No,No,No,No,,LEGACY,,No
170,8115 Summit Rd,Reynoldsburg,OH,12513,THE INN AT SUMMIT TRAIL,INDEPENDENT,ALF,72,58.0,No,No,No,No,,LEGACY,,No
170,8115 Summit Rd,Reynoldsburg,OH,18325,INN AT SUMMIT TRAIL,INN AT SUMMIT TRAIL LIMITED,ALF,101,81.0,No,No,No,No,,LEGACY,,No
171,850 Sunnyside St Sw,Hartville,OH,18273,HOMESTEAD AT GENTLEBROOK THE,GENTLEBROOK INC,ALF,58,46.0,No,No,No,No,,LEGACY,,No
171,850 Sunnyside St SW,Hartville,OH,12504,THE HOMESTEAD,INDEPENDENT,ALF,72,58.0,No,No,No,No,,LEGACY,,No
172,880 Main St,Wadsworth,OH,19833,THE VILLAGE OF ST. EDWARD AT WADSWORTH,The Village of St. Edward,ALF,98,78.0,No,No,No,No,,NIC-B,,No
172,880 Main St,Wadsworth,OH,12562,THE VILLAGE OF SAINT EDWARD AT WADSWORTH,The Village of St. Edward,ALF,29,23.0,No,No,No,No,,NIC-B,,No
173,939 Portage Rd,Wooster,OH,11661,DANBURY SENIOR LIVING,Danbury Senior Living,ALF,126,101.0,No,No,No,No,,NIC-A,,No
173,939 Portage Rd,Wooster,OH,20182,WOOSTER DANBURY,Danbury Senior Living,ALF,126,101.0,No,No,No,No,,NIC-A,,No
174,9641 State Route 335,Minford,OH,18685,MINFORD RETIREMENT CENTER - ELBROOK,MINFORD RETIREMENT CENTER L,ALF,113,90.0,No,No,No,No,,LEGACY,,No
174,9641 State Route 335,Minford,OH,12103,MINFORD RETIREMENT CENTER,INDEPENDENT,ALF,113,90.0,No,No,No,No,,LEGACY,,No
175,201 Overland Dr,Greenwood,SC,17878,EMERALD GARDENS OF GREENWOOD,PREMIER SENIOR LIVING,ALF,66,53.0,No,No,No,No,,NIC-A,,No
175,201 Overland Dr,Greenwood,SC,13928,EMERALD GARDENS OF GREENWOOD ASSISTED LIVING,PREMIER SENIOR LIVING,ALF,66,53.0,No,No,No,No,,NIC-A,,No
176,400 Webber Rd,Spartanburg,SC,14113,WHITE OAK ESTATES ASSISTED LIVING,NATIONAL HEALTHCARE CORPORATION,ALF,45,36.0,No,No,No,No,,NIC-A,,No
176,400 Webber Rd,Spartanburg,SC,20116,WHITE OAK ESTATES,NATIONAL HEALTHCARE CORPORATION,ALF,232,186.0,No,No,No,No,,NIC-A,,No
177,1900 Lauderdale Dr,Richmond,VA,16041,LAKEWOOD RETIREMENT COMMUNITY,LIFESPIRE OF VIRGINIA,ALF,72,58.0,No,No,No,No,,NIC-B,,No
177,1900 Lauderdale Dr,Richmond,VA,18430,LAKEWOOD,LIFESPIRE OF VIRGINIA,ALF,493,394.0,No,No,No,No,,NIC-B,,No
178,4701 Pretty Lake Ave,Norfolk,VA,17021,ACCLAIM AT EAST BEACH,BRG LITTLE CREEK LLC,ALF,92,74.0,No,No,No,No,,LEGACY,,No
178,4701 Pretty Lake Ave,Norfolk,VA,15820,ACCLAIM AT EAST BEACH / SENIOR LIFESTYLE COMPANY,INDEPENDENT,ALF,72,58.0,No,No,No,No,,LEGACY,,No
